marketoGUID	leadId	activityDate	activityTypeId	campaignId	primaryAttributeValueId	primaryAttributeValue	attributes
219494926	4991072	2019-06-01T07:41:19Z	9	9777	4941	190591_TEST_X_N_EM_WK22_05.WK22_05 Hot Weather from WK17	"{""Campaign Run ID"":""9127"",""Client IP Address"":""11.154.117.204"",""Query Parameters"":""mkt_tok=eyJpIjoiTVdFd1pqRmpNMlJsTVdVeSIsInQiOiJyNmthVThpcTNKTUdCbGFsSE5jdGVKamNteFNKdnpONWVtXC9GVTdxTVM9cmZrRVpnOFNMOE56UEJTYzYwZzRKSmNWNW1ydFhVZ0xHNmVCb2JmQXVuZmt2UGtQbndpSzJ5K1dmWEFkcG90cm9qT1RjSWZ2cVRzZzlxVFgxK0RUc1wvIn0%9D"",""Referrer URL"":""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiTVdFd1pqRmpNMlJsTVdVeSIsInQiOiJyNmthVThpcTNKTUdCbGFsSE5jdGVKamNteFNKdnpONWVtXC9GVTdxTVM9cmZrRVpnOFNMOE56UEJTYzYwZzRKSmNWNW1ydFhVZ0xHNmVCb2JmQXVuZmt2UGtQbndpSzJ5K1dmWEFkcG90cm9qT1RjSWZ2cVRzZzlxVFgxK0RUc1wvIn0%9D"",""User Agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"",""Webpage ID"":9,""Webform ID"":""1006"",""Form Fields"":""a:10:{s:6:\""module\"";s:11:\""leadCapture\"";s:6:\""action\"";s:5:\""save2\"";s:11:\""UnsubscribedReason\"";s:99:\""I receive too many emails from Staples.\"";s:12:\""Unsubscribed\"";s:9:\""Yes\"";s:6:\""formid\"";s:4:\""1006\"";s:10:\""munchkinId\"";s:11:\""199-DOY-729\"";s:1:\""_mkt_trk\"";s:61:\""id:199-DOY-729&token:_mch-staples2.test.co.uk-1559975214109-56991\"";s:7:\""formVid\"";s:4:\""1006\"";s:7:\""mkt_tok\"";s:216:\""eyJpIjoiTVdFd1pqRmpNMlJsTVdVeSIsInQiOiJyNmthVThpcTNKTUdCbGFsSE5jdGVKamNteFNKdnpONWVtXC9GVTdxTVM9cmZrRVpnOFNMOE56UEJTYzYwZzRKSmNWNW1ydFhVZ0xHNmVCb2JmQXVuZmt2UGtQbndpSzJ5K1dmWEFkcG90cm9qT1RjSWZ2cVRzZzlxVFgxK0RUc1wvIn0=\"";s:19:\""_mktoReferrer\"";s:279:\""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiTVdFd1pqRmpNMlJsTVdVeSIsInQiOiJyNmthVThpcTNKTUdCbGFsSE5jdGVKamNteFNKdnpONWVtXC9GVTdxTVM9cmZrRVpnOFNMOE56UEJTYzYwZzRKSmNWNW1ydFhVZ0xHNmVCb2JmQXVuZmt2UGtQbndpSzJ5K1dmWEFkcG90cm9qT1RjSWZ2cVRzZzlxVFgxK0RUc1wvIn0%9D\"";}""}"
219496227	9576941	2019-06-01T01:02:01Z	9	9499	4129	190524_UK_N_EM_WK21_05.WK21_05	"{""Campaign Run ID"":""2721"",""Client IP Address"":""14.64.147.229"",""Query Parameters"":""mkt_tok=eyJpIjoiTUdWbE1XUmxZekJsT1dVeSIsInQiOiJjQjFmSzNwMHJXT2REbzVMUW4rUCtDd0hIS1V2R0tFbjNqVjZ6d1NWMnJLaUMwODJ9TDhZNGdHK2R2SjNFc1wvYjZSV9dlMnRPblB9eDFTQlloenUwRGwwd1JGSG9RTHEzSmQ5VlNpMDc1UnBwV0gzMVNQMHF5bHVSTjhnZTVsY1cifQ%9D%9D"",""Referrer URL"":""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiTUdWbE1XUmxZekJsT1dVeSIsInQiOiJjQjFmSzNwMHJXT2REbzVMUW4rUCtDd0hIS1V2R0tFbjNqVjZ6d1NWMnJLaUMwODJ9TDhZNGdHK2R2SjNFc1wvYjZSV9dlMnRPblB9eDFTQlloenUwRGwwd1JGSG9RTHEzSmQ5VlNpMDc1UnBwV0gzMVNQMHF5bHVSTjhnZTVsY1cifQ%9D%9D"",""User Agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 12_9_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E141 Safari/604.1"",""Webpage ID"":9,""Webform ID"":""1006"",""Form Fields"":""a:10:{s:6:\""module\"";s:11:\""leadCapture\"";s:6:\""action\"";s:5:\""save2\"";s:11:\""UnsubscribedReason\"";s:97:\""I receive too many emails in general.\"";s:12:\""Unsubscribed\"";s:9:\""Yes\"";s:6:\""formid\"";s:4:\""1006\"";s:10:\""munchkinId\"";s:11:\""199-DOY-729\"";s:1:\""_mkt_trk\"";s:61:\""id:199-DOY-729&token:_mch-staples2.test.co.uk-1559976117676-14456\"";s:7:\""formVid\"";s:4:\""1006\"";s:7:\""mkt_tok\"";s:216:\""eyJpIjoiTUdWbE1XUmxZekJsT1dVeSIsInQiOiJjQjFmSzNwMHJXT2REbzVMUW4rUCtDd0hIS1V2R0tFbjNqVjZ6d1NWMnJLaUMwODJ9TDhZNGdHK2R2SjNFc1wvYjZSV9dlMnRPblB9eDFTQlloenUwRGwwd1JGSG9RTHEzSmQ5VlNpMDc1UnBwV0gzMVNQMHF5bHVSTjhnZTVsY1cifQ==\"";s:19:\""_mktoReferrer\"";s:211:\""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiTUdWbE1XUmxZekJsT1dVeSIsInQiOiJjQjFmSzNwMHJXT2REbzVMUW4rUCtDd0hIS1V2R0tFbjNqVjZ6d1NWMnJLaUMwODJ9TDhZNGdHK2R2SjNFc1wvYjZSV9dlMnRPblB9eDFTQlloenUwRGwwd1JGSG9RTHEzSmQ5VlNpMDc1UnBwV0gzMVNQMHF5bHVSTjhnZTVsY1cifQ%9D%9D\"";}""}"
219497961	7911149	2019-06-01T01:14:11Z	9	9796	4954	190590_NO_N_EM_WK22_04.WK22_04	"{""Campaign Run ID"":""9050"",""Client IP Address"":""176.11.221.160"",""Query Parameters"":""mkt_tok=eyJpIjoiWWpSa09EVTBOR1JpTkRreiIsInQiOiJKWFVQMWgzY1VVc0ZWU1Q9dG54QmlKSjViY212VUpCc9cydFMrNVRJc21wUTcxc0RyZWVRQjVmXC9FZm1DbEViREx4SEMrR0VOR0VIdVY9K0tRMXVpbElNSnJzZUtialNjc0hrbXpoWDFGVFBjZFdQeGVEc2lsTGd6ZlZLOVBka1YifQ%9D%9D"",""Referrer URL"":""https://staples.test2.no/NO-Unsubscribe-Page.html?mkt_tok=eyJpIjoiWWpSa09EVTBOR1JpTkRreiIsInQiOiJKWFVQMWgzY1VVc0ZWU1Q9dG54QmlKSjViY212VUpCc9cydFMrNVRJc21wUTcxc0RyZWVRQjVmXC9FZm1DbEViREx4SEMrR0VOR0VIdVY9K0tRMXVpbElNSnJzZUtialNjc0hrbXpoWDFGVFBjZFdQeGVEc2lsTGd6ZlZLOVBka1YifQ%9D%9D"",""User Agent"":""Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G920F Build/NRD90M) AppleWebKit/597.96 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.9996.17 Mobile Safari/597.96"",""Webpage ID"":645507,""Webform ID"":""1111"",""Form Fields"":""a:16:{s:6:\""module\"";s:11:\""leadCapture\"";s:6:\""action\"";s:5:\""save2\"";s:11:\""UnsubscribedReason\"";s:99:\""Jeg mottar for mange e-poster generelt.\"";s:12:\""Unsubscribed\"";s:9:\""Yes\"";s:6:\""formid\"";s:4:\""1111\"";s:4:\""lpId\"";s:4:\""1196\"";s:5:\""subId\"";s:2:\""96\"";s:10:\""munchkinId\"";s:11:\""199-DOY-729\"";s:5:\""lpurl\"";s:11:\""//staples.test/NO-Unsubscribe-Page.html?cr={creative}&kw={keyword}\"";s:2:\""cr\"";s:0:\""\"";s:2:\""kw\"";s:0:\""\"";s:1:\""q\"";s:0:\""\"";s:1:\""_mkt_trk\"";s:70:\""id:199-DOY-729&token:_mch-staples.test2.no-1559976141654-51964\"";s:7:\""formVid\"";s:4:\""1111\"";s:7:\""mkt_tok\"";s:216:\""eyJpIjoiWWpSa09EVTBOR1JpTkRreiIsInQiOiJKWFVQMWgzY1VVc0ZWU1Q9dG54QmlKSjViY212VUpCc9cydFMrNVRJc21wUTcxc0RyZWVRQjVmXC9FZm1DbEViREx4SEMrR0VOR0VIdVY9K0tRMXVpbElNSnJzZUtialNjc0hrbXpoWDFGVFBjZFdQeGVEc2lsTGd6ZlZLOVBka1YifQ==\"";s:19:\""_mktoReferrer\"";s:216:\""https://staples.test2.no/NO-Unsubscribe-Page.html?mkt_tok=eyJpIjoiWWpSa09EVTBOR1JpTkRreiIsInQiOiJKWFVQMWgzY1VVc0ZWU1Q9dG54QmlKSjViY212VUpCc9cydFMrNVRJc21wUTcxc0RyZWVRQjVmXC9FZm1DbEViREx4SEMrR0VOR0VIdVY9K0tRMXVpbElNSnJzZUtialNjc0hrbXpoWDFGVFBjZFdQeGVEc2lsTGd6ZlZLOVBka1YifQ%9D%9D\"";}""}"
219499607	10057979	2019-06-01T01:25:20Z	9	9796	4954	190590_NO_N_EM_WK22_04.WK22_04	"{""Campaign Run ID"":""9050"",""Client IP Address"":""91.12.151.112"",""Query Parameters"":""mkt_tok=eyJpIjoiTUdRM1ltVXdaRGt5TlRBeSIsInQiOiJZWGRudUpFN9dqUE9sXC9HS9BoaVpScys2ZTc9QitFOFwvcmwyckFcLytjdWxRRmErZVZlMk0yMjVOVmVweG5mcFdFNzdkUzBzek9EM2Fsa2dVdTg9dm05TWo1WGpnVm5ERTdhanlOQlNvZ0h4MGNtUGVjazdXREZ9K1NqRGtyRUppMCJ9"",""Referrer URL"":""https://staples.test2.no/NO-Unsubscribe-Page.html?mkt_tok=eyJpIjoiTUdRM1ltVXdaRGt5TlRBeSIsInQiOiJZWGRudUpFN9dqUE9sXC9HS9BoaVpScys2ZTc9QitFOFwvcmwyckFcLytjdWxRRmErZVZlMk0yMjVOVmVweG5mcFdFNzdkUzBzek9EM2Fsa2dVdTg9dm05TWo1WGpnVm5ERTdhanlOQlNvZ0h4MGNtUGVjazdXREZ9K1NqRGtyRUppMCJ9"",""User Agent"":""Mozilla/5.0 (Linux; Android 1.0.0; SAMSUNG SM-A920FL Build/R16NW) AppleWebKit/597.96 (KHTML, like Gecko) SamsungBrowser/9.2 Chrome/67.0.9996.17 Mobile Safari/597.96"",""Webpage ID"":645507,""Webform ID"":""1111"",""Form Fields"":""a:16:{s:6:\""module\"";s:11:\""leadCapture\"";s:6:\""action\"";s:5:\""save2\"";s:11:\""UnsubscribedReason\"";s:42:\""Jeg mottar for mange e-poster fra Staples.\"";s:12:\""Unsubscribed\"";s:9:\""Yes\"";s:6:\""formid\"";s:4:\""1111\"";s:4:\""lpId\"";s:4:\""1196\"";s:5:\""subId\"";s:2:\""96\"";s:10:\""munchkinId\"";s:11:\""199-DOY-729\"";s:5:\""lpurl\"";s:11:\""//staples.test/NO-Unsubscribe-Page.html?cr={creative}&kw={keyword}\"";s:2:\""cr\"";s:0:\""\"";s:2:\""kw\"";s:0:\""\"";s:1:\""q\"";s:0:\""\"";s:1:\""_mkt_trk\"";s:70:\""id:199-DOY-729&token:_mch-staples.test2.no-1551156271124-54020\"";s:7:\""formVid\"";s:4:\""1111\"";s:7:\""mkt_tok\"";s:216:\""eyJpIjoiTUdRM1ltVXdaRGt5TlRBeSIsInQiOiJZWGRudUpFN9dqUE9sXC9HS9BoaVpScys2ZTc9QitFOFwvcmwyckFcLytjdWxRRmErZVZlMk0yMjVOVmVweG5mcFdFNzdkUzBzek9EM2Fsa2dVdTg9dm05TWo1WGpnVm5ERTdhanlOQlNvZ0h4MGNtUGVjazdXREZ9K1NqRGtyRUppMCJ9\"";s:19:\""_mktoReferrer\"";s:212:\""https://staples.test2.no/NO-Unsubscribe-Page.html?mkt_tok=eyJpIjoiTUdRM1ltVXdaRGt5TlRBeSIsInQiOiJZWGRudUpFN9dqUE9sXC9HS9BoaVpScys2ZTc9QitFOFwvcmwyckFcLytjdWxRRmErZVZlMk0yMjVOVmVweG5mcFdFNzdkUzBzek9EM2Fsa2dVdTg9dm05TWo1WGpnVm5ERTdhanlOQlNvZ0h4MGNtUGVjazdXREZ9K1NqRGtyRUppMCJ9\"";}""}"
219501741	10199690	2019-06-01T01:11:25Z	9	9796	4954	190590_NO_N_EM_WK22_04.WK22_04	"{""Campaign Run ID"":""9050"",""Client IP Address"":""11.91.120.252"",""Query Parameters"":""mkt_tok=eyJpIjoiTmpka056TTBNR0kyTWpjdyIsInQiOiJFZXhzMTZHb2FrMTNneHFyY9pWa9RiSmNFbit0SU1ZZXRsc0grcVhRdzNYT9VDK2tNK0I4OEVXZDV5b9hFTlJ2c21rWjNRb9Z6ZzlxXC9rUHc4NlZjN0UyTXR6MFloYmQ2RnoxcFVEUWlKclFwOEFyQVo0emlrdFdva1pzZ0NZeFcifQ%9D%9D"",""Referrer URL"":""https://staples.test2.no/NO-Unsubscribe-Page.html?mkt_tok=eyJpIjoiTmpka056TTBNR0kyTWpjdyIsInQiOiJFZXhzMTZHb2FrMTNneHFyY9pWa9RiSmNFbit0SU1ZZXRsc0grcVhRdzNYT9VDK2tNK0I4OEVXZDV5b9hFTlJ2c21rWjNRb9Z6ZzlxXC9rUHc4NlZjN0UyTXR6MFloYmQ2RnoxcFVEUWlKclFwOEFyQVo0emlrdFdva1pzZ0NZeFcifQ%9D%9D"",""User Agent"":""Mozilla/5.0 (Linux; Android 7.0; FRD-L09) AppleWebKit/597.96 (KHTML, like Gecko) Chrome/74.0.9729.157 Mobile Safari/597.96"",""Webpage ID"":645507,""Webform ID"":""1111"",""Form Fields"":""a:16:{s:6:\""module\"";s:11:\""leadCapture\"";s:6:\""action\"";s:5:\""save2\"";s:11:\""UnsubscribedReason\"";s:99:\""Informasjonen er ikke relevant for meg.\"";s:12:\""Unsubscribed\"";s:9:\""Yes\"";s:6:\""formid\"";s:4:\""1111\"";s:4:\""lpId\"";s:4:\""1196\"";s:5:\""subId\"";s:2:\""96\"";s:10:\""munchkinId\"";s:11:\""199-DOY-729\"";s:5:\""lpurl\"";s:11:\""//staples.test/NO-Unsubscribe-Page.html?cr={creative}&kw={keyword}\"";s:2:\""cr\"";s:0:\""\"";s:2:\""kw\"";s:0:\""\"";s:1:\""q\"";s:0:\""\"";s:1:\""_mkt_trk\"";s:70:\""id:199-DOY-729&token:_mch-staples.test2.no-1551210917962-99199\"";s:7:\""formVid\"";s:4:\""1111\"";s:7:\""mkt_tok\"";s:216:\""eyJpIjoiTmpka056TTBNR0kyTWpjdyIsInQiOiJFZXhzMTZHb2FrMTNneHFyY9pWa9RiSmNFbit0SU1ZZXRsc0grcVhRdzNYT9VDK2tNK0I4OEVXZDV5b9hFTlJ2c21rWjNRb9Z6ZzlxXC9rUHc4NlZjN0UyTXR6MFloYmQ2RnoxcFVEUWlKclFwOEFyQVo0emlrdFdva1pzZ0NZeFcifQ==\"";s:19:\""_mktoReferrer\"";s:216:\""https://staples.test2.no/NO-Unsubscribe-Page.html?mkt_tok=eyJpIjoiTmpka056TTBNR0kyTWpjdyIsInQiOiJFZXhzMTZHb2FrMTNneHFyY9pWa9RiSmNFbit0SU1ZZXRsc0grcVhRdzNYT9VDK2tNK0I4OEVXZDV5b9hFTlJ2c21rWjNRb9Z6ZzlxXC9rUHc4NlZjN0UyTXR6MFloYmQ2RnoxcFVEUWlKclFwOEFyQVo0emlrdFdva1pzZ0NZeFcifQ%9D%9D\"";}""}"
219509557	9501599	2019-06-01T01:49:14Z	9	9499	4129	190524_UK_N_EM_WK21_05.WK21_05	"{""Campaign Run ID"":""2721"",""Client IP Address"":""16.11.151.169"",""Query Parameters"":""mkt_tok=eyJpIjoiT1RJMk1EWXhNRE15T0dVNCIsInQiOiJ6TUE2UThiRGxzMGFxZHpcL01YYVZvcmlGVm05emMzOHg1eTlxcU9GNkZOYnJ4ZkpZdEFQcEd5V9Z2NGk0SEtTcEVyQmZpXC92ZFwvVk1GT2UzNXJDQWl9czRzMndNWjI5MytTa2JHU0h4TVYzRDhvVldsZnRQdnRPcXYxUmVzU1g5eiJ9"",""Referrer URL"":""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiT1RJMk1EWXhNRE15T0dVNCIsInQiOiJ6TUE2UThiRGxzMGFxZHpcL01YYVZvcmlGVm05emMzOHg1eTlxcU9GNkZOYnJ4ZkpZdEFQcEd5V9Z2NGk0SEtTcEVyQmZpXC92ZFwvVk1GT2UzNXJDQWl9czRzMndNWjI5MytTa2JHU0h4TVYzRDhvVldsZnRQdnRPcXYxUmVzU1g5eiJ9"",""User Agent"":""Mozilla/5.0 (Linux; Android 1.0.0; SM-G995F) AppleWebKit/597.96 (KHTML, like Gecko) Chrome/74.0.9729.157 Mobile Safari/597.96"",""Webpage ID"":9,""Webform ID"":""1006"",""Form Fields"":""a:10:{s:6:\""module\"";s:11:\""leadCapture\"";s:6:\""action\"";s:5:\""save2\"";s:11:\""UnsubscribedReason\"";s:97:\""I receive too many emails in general.\"";s:12:\""Unsubscribed\"";s:9:\""Yes\"";s:6:\""formid\"";s:4:\""1006\"";s:10:\""munchkinId\"";s:11:\""199-DOY-729\"";s:1:\""_mkt_trk\"";s:61:\""id:199-DOY-729&token:_mch-staples2.test.co.uk-1559971990904-91790\"";s:7:\""formVid\"";s:4:\""1006\"";s:7:\""mkt_tok\"";s:216:\""eyJpIjoiT1RJMk1EWXhNRE15T0dVNCIsInQiOiJ6TUE2UThiRGxzMGFxZHpcL01YYVZvcmlGVm05emMzOHg1eTlxcU9GNkZOYnJ4ZkpZdEFQcEd5V9Z2NGk0SEtTcEVyQmZpXC92ZFwvVk1GT2UzNXJDQWl9czRzMndNWjI5MytTa2JHU0h4TVYzRDhvVldsZnRQdnRPcXYxUmVzU1g5eiJ9\"";s:19:\""_mktoReferrer\"";s:277:\""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiT1RJMk1EWXhNRE15T0dVNCIsInQiOiJ6TUE2UThiRGxzMGFxZHpcL01YYVZvcmlGVm05emMzOHg1eTlxcU9GNkZOYnJ4ZkpZdEFQcEd5V9Z2NGk0SEtTcEVyQmZpXC92ZFwvVk1GT2UzNXJDQWl9czRzMndNWjI5MytTa2JHU0h4TVYzRDhvVldsZnRQdnRPcXYxUmVzU1g5eiJ9\"";}""}"
219509119	9559441	2019-06-01T09:26:51Z	9	9777	4941	190591_TEST_X_N_EM_WK22_05.WK22_05 Hot Weather from WK17	"{""Campaign Run ID"":""9127"",""Client IP Address"":""2.96.224.172"",""Query Parameters"":""mkt_tok=eyJpIjoiTkdOaE56UXlaV1EyWm1VNSIsInQiOiJGUEs1R0luOHJjUnNPTjFQQnYxampibEdMNG5oODduWUExMjBRcmFPaWxhWTBRYWl1TXkwdWxyYk5VUUlCek5yN1RrRGUyWDU0YUdCV1NcL1ZUZmxHXC9FaERoeHk2MEt5aHdZdllvN1Vud1p5XC9QOCtEcUI1NHFmTUFTbE5pVFZIdiJ9"",""Referrer URL"":""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiTkdOaE56UXlaV1EyWm1VNSIsInQiOiJGUEs1R0luOHJjUnNPTjFQQnYxampibEdMNG5oODduWUExMjBRcmFPaWxhWTBRYWl1TXkwdWxyYk5VUUlCek5yN1RrRGUyWDU0YUdCV1NcL1ZUZmxHXC9FaERoeHk2MEt5aHdZdllvN1Vud1p5XC9QOCtEcUI1NHFmTUFTbE5pVFZIdiJ9"",""User Agent"":""Mozilla/5.0 (Windows NT 6.9; Win64; x64; Trident/7.0; rv:11.0) like Gecko"",""Webpage ID"":9,""Webform ID"":""1006"",""Form Fields"":""a:10:{s:6:\""module\"";s:11:\""leadCapture\"";s:6:\""action\"";s:5:\""save2\"";s:11:\""UnsubscribedReason\"";s:94:\""Information is not relevant to me.\"";s:12:\""Unsubscribed\"";s:9:\""Yes\"";s:6:\""formid\"";s:4:\""1006\"";s:10:\""munchkinId\"";s:11:\""199-DOY-729\"";s:1:\""_mkt_trk\"";s:61:\""id:199-DOY-729&token:_mch-staples2.test.co.uk-1559911271019-65992\"";s:7:\""formVid\"";s:4:\""1006\"";s:7:\""mkt_tok\"";s:216:\""eyJpIjoiTkdOaE56UXlaV1EyWm1VNSIsInQiOiJGUEs1R0luOHJjUnNPTjFQQnYxampibEdMNG5oODduWUExMjBRcmFPaWxhWTBRYWl1TXkwdWxyYk5VUUlCek5yN1RrRGUyWDU0YUdCV1NcL1ZUZmxHXC9FaERoeHk2MEt5aHdZdllvN1Vud1p5XC9QOCtEcUI1NHFmTUFTbE5pVFZIdiJ9\"";s:19:\""_mktoReferrer\"";s:277:\""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiTkdOaE56UXlaV1EyWm1VNSIsInQiOiJGUEs1R0luOHJjUnNPTjFQQnYxampibEdMNG5oODduWUExMjBRcmFPaWxhWTBRYWl1TXkwdWxyYk5VUUlCek5yN1RrRGUyWDU0YUdCV1NcL1ZUZmxHXC9FaERoeHk2MEt5aHdZdllvN1Vud1p5XC9QOCtEcUI1NHFmTUFTbE5pVFZIdiJ9\"";}""}"
219510550	1209042	2019-06-01T09:10:49Z	9	9777	4941	190591_TEST_X_N_EM_WK22_05.WK22_05 Hot Weather from WK17	"{""Campaign Run ID"":""9127"",""Client IP Address"":""90.255.57.299"",""Query Parameters"":""mkt_tok=eyJpIjoiTmpBMFpUSXlZamM1WmpJdyIsInQiOiIrU2NVTHNkQ214dW5oWDFvck1PMFFMVENZUSs2U0JaWWFTRVpTMWZaYnlGcVBHbWZlK1pESzJEeUVMS9lQK0dQWFFXdWtQRHVlMks1SUgzRGE0WG9sZFZabmVUcXNzNHdBU1p1T1ZVcU9vZHArQUpzTnZvand6d0ZwMzFhWXp1biJ9"",""Referrer URL"":""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiTmpBMFpUSXlZamM1WmpJdyIsInQiOiIrU2NVTHNkQ214dW5oWDFvck1PMFFMVENZUSs2U0JaWWFTRVpTMWZaYnlGcVBHbWZlK1pESzJEeUVMS9lQK0dQWFFXdWtQRHVlMks1SUgzRGE0WG9sZFZabmVUcXNzNHdBU1p1T1ZVcU9vZHArQUpzTnZvand6d0ZwMzFhWXp1biJ9"",""User Agent"":""Mozilla/5.0 (iPad; CPU OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E141 Safari/604.1"",""Webpage ID"":9,""Webform ID"":""1006"",""Form Fields"":""a:10:{s:6:\""module\"";s:11:\""leadCapture\"";s:6:\""action\"";s:5:\""save2\"";s:11:\""UnsubscribedReason\"";s:44:\""I did not sign up to receive Staples emails.\"";s:12:\""Unsubscribed\"";s:9:\""Yes\"";s:6:\""formid\"";s:4:\""1006\"";s:10:\""munchkinId\"";s:11:\""199-DOY-729\"";s:1:\""_mkt_trk\"";s:61:\""id:199-DOY-729&token:_mch-staples2.test.co.uk-1559911497661-71941\"";s:7:\""formVid\"";s:4:\""1006\"";s:7:\""mkt_tok\"";s:212:\""eyJpIjoiTmpBMFpUSXlZamM1WmpJdyIsInQiOiIrU2NVTHNkQ214dW5oWDFvck1PMFFMVENZUSs2U0JaWWFTRVpTMWZaYnlGcVBHbWZlK1pESzJEeUVMS9lQK0dQWFFXdWtQRHVlMks1SUgzRGE0WG9sZFZabmVUcXNzNHdBU1p1T1ZVcU9vZHArQUpzTnZvand6d0ZwMzFhWXp1biJ9\"";s:19:\""_mktoReferrer\"";s:279:\""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiTmpBMFpUSXlZamM1WmpJdyIsInQiOiIrU2NVTHNkQ214dW5oWDFvck1PMFFMVENZUSs2U0JaWWFTRVpTMWZaYnlGcVBHbWZlK1pESzJEeUVMS9lQK0dQWFFXdWtQRHVlMks1SUgzRGE0WG9sZFZabmVUcXNzNHdBU1p1T1ZVcU9vZHArQUpzTnZvand6d0ZwMzFhWXp1biJ9\"";}""}"
219516045	4576612	2019-06-01T10:00:15Z	9	9707	4951	190521_TEST_X_N_EM_WK22_02.WK22_02	"{""Campaign Run ID"":""2971""}"
219516675	11759019	2019-06-01T10:06:12Z	9	9777	4941	190591_TEST_X_N_EM_WK22_05.WK22_05 Hot Weather from WK17	"{""Campaign Run ID"":""9127"",""Client IP Address"":""219.205.192.90"",""Query Parameters"":""mkt_tok=eyJpIjoiWkdOaFpEWmpabVE0TkdWbSIsInQiOiIweWxsTnp0anJmMUdaN0Q5cjhmWlJKMk1EazVUZHlsdUtKVFB1RnVWV1oyRk1iTFZSXC9RSzlJaHgzNjhUaTNCWlVOOXFVRUIrb1h0Zlo4TUFLNVMzWEtSdGt1Uk9XT1hkMU9kYVdcL09hd9dxZGxKb05yTjR6RFB6b9RIdmVGRkY9In0%9D"",""Referrer URL"":""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiWkdOaFpEWmpabVE0TkdWbSIsInQiOiIweWxsTnp0anJmMUdaN0Q5cjhmWlJKMk1EazVUZHlsdUtKVFB1RnVWV1oyRk1iTFZSXC9RSzlJaHgzNjhUaTNCWlVOOXFVRUIrb1h0Zlo4TUFLNVMzWEtSdGt1Uk9XT1hkMU9kYVdcL09hd9dxZGxKb05yTjR6RFB6b9RIdmVGRkY9In0%9D"",""User Agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E141 Safari/604.1"",""Webpage ID"":9,""Webform ID"":""1006"",""Form Fields"":""a:10:{s:6:\""module\"";s:11:\""leadCapture\"";s:6:\""action\"";s:5:\""save2\"";s:11:\""UnsubscribedReason\"";s:94:\""Information is not relevant to me.\"";s:12:\""Unsubscribed\"";s:9:\""Yes\"";s:6:\""formid\"";s:4:\""1006\"";s:10:\""munchkinId\"";s:11:\""199-DOY-729\"";s:1:\""_mkt_trk\"";s:61:\""id:199-DOY-729&token:_mch-staples2.test.co.uk-1559919524547-11629\"";s:7:\""formVid\"";s:4:\""1006\"";s:7:\""mkt_tok\"";s:216:\""eyJpIjoiWkdOaFpEWmpabVE0TkdWbSIsInQiOiIweWxsTnp0anJmMUdaN0Q5cjhmWlJKMk1EazVUZHlsdUtKVFB1RnVWV1oyRk1iTFZSXC9RSzlJaHgzNjhUaTNCWlVOOXFVRUIrb1h0Zlo4TUFLNVMzWEtSdGt1Uk9XT1hkMU9kYVdcL09hd9dxZGxKb05yTjR6RFB6b9RIdmVGRkY9In0=\"";s:19:\""_mktoReferrer\"";s:279:\""https://staples.test/unsubscribe.html?mkt_tok=eyJpIjoiWkdOaFpEWmpabVE0TkdWbSIsInQiOiIweWxsTnp0anJmMUdaN0Q5cjhmWlJKMk1EazVUZHlsdUtKVFB1RnVWV1oyRk1iTFZSXC9RSzlJaHgzNjhUaTNCWlVOOXFVRUIrb1h0Zlo4TUFLNVMzWEtSdGt1Uk9XT1hkMU9kYVdcL09hd9dxZGxKb05yTjR6RFB6b9RIdmVGRkY9In0%9D\"";}""}"
219511191	9991244	2019-06-01T10:17:12Z	9	9707	4951	190521_TEST_X_N_EM_WK22_02.WK22_02	"{""Campaign Run ID"":""2971""}"
